# timestamp tx ty tz qx qy qz qw
1305031920.872205 -1.804000 -0.723317 1.825469 -0.380067 0.356719 0.484178 0.702760
1305031920.908137 -1.812172 -0.729722 1.829975 -0.380294 0.341408 0.485996 0.708960
1305031920.940427 -1.815221 -0.739880 1.833637 -0.379512 0.324953 0.486661 0.716615
1305031920.973243 -1.824042 -0.746539 1.834577 -0.374938 0.310507 0.488165 0.724363
1305031921.008502 -1.836230 -0.752905 1.836057 -0.369907 0.296779 0.489672 0.731650
1305031921.039932 -1.838889 -0.761389 1.834747 -0.365656 0.283169 0.494343 0.736027
1305031921.073385 -1.846616 -0.767264 1.835645 -0.358638 0.273661 0.497845 0.740702
1305031921.108766 -1.852594 -0.770353 1.834959 -0.351809 0.263538 0.498767 0.747001
1305031921.140350 -1.859144 -0.777073 1.834885 -0.343205 0.256805 0.500313 0.752296
1305031921.156329 -1.866873 -0.785284 1.833781 -0.332207 0.250323 0.503269 0.757428
1305031921.208704 -1.875025 -0.785873 1.830851 -0.322125 0.242281 0.509614 0.760151
1305031921.240350 -1.882798 -0.791711 1.826959 -0.315719 0.232486 0.514970 0.762284
1305031921.256337 -1.888624 -0.796742 1.822349 -0.311574 0.222770 0.519391 0.763890
1305031921.308938 -1.891579 -0.800505 1.821727 -0.309482 0.215139 0.521653 0.765385
1305031921.340937 -1.897136 -0.804684 1.818784 -0.306933 0.208005 0.520989 0.768828
1305031921.356914 -1.903914 -0.810523 1.817422 -0.305560 0.202394 0.518994 0.772215
1305031921.409320 -1.912411 -0.815653 1.819785 -0.303452 0.196409 0.518344 0.775023
1305031921.440486 -1.916749 -0.821928 1.817878 -0.300824 0.187313 0.517465 0.778877
1305031921.456421 -1.921971 -0.827642 1.817647 -0.298146 0.178280 0.514048 0.784270
1305031921.508717 -1.929996 -0.832717 1.817878 -0.294139 0.167939 0.511221 0.789894
1305031921.540396 -1.937987 -0.841523 1.817615 -0.289020 0.157034 0.510887 0.794231
1305031921.556406 -1.955842 -0.846993 1.814259 -0.283538 0.143979 0.510748 0.798757
1305031921.608987 -1.953675 -0.849093 1.819226 -0.281586 0.127989 0.513272 0.800550
1305031921.640592 -1.958332 -0.858198 1.819223 -0.272721 0.116159 0.512525 0.805884
1305031921.656620 -1.971904 -0.868552 1.819227 -0.262419 0.102015 0.509725 0.812964
1305031921.709115 -1.974749 -0.872215 1.814729 -0.251600 0.082264 0.510609 0.818052
1305031921.725114 -1.974898 -0.881456 1.809785 -0.239623 0.063117 0.512298 0.822282
1305031921.757266 -1.973804 -0.879335 1.803170 -0.225244 0.044175 0.513288 0.826952
1305031921.808262 -1.968787 -0.872878 1.794250 -0.212963 0.028244 0.513933 0.830495
1305031921.840468 -1.969262 -0.867505 1.786535 -0.201469 0.018824 0.512680 0.834395
1305031921.856482 -1.973445 -0.869485 1.777223 -0.196184 0.013826 0.510652 0.836992
1305031921.908514 -1.967111 -0.874243 1.772397 -0.191689 0.006940 0.511420 0.837650
1305031921.940440 -1.972760 -0.874350 1.761562 -0.181239 0.001560 0.510007 0.840859
1305031921.956428 -1.976566 -0.879477 1.752311 -0.174596 -0.007540 0.506514 0.844336
1305031922.009305 -1.972029 -0.879306 1.746213 -0.166045 -0.021234 0.504454 0.847056
1305031922.040628 -1.969405 -0.875748 1.739177 -0.155928 -0.032937 0.503355 0.849255
1305031922.056626 -1.969665 -0.871186 1.732311 -0.145764 -0.042796 0.500454 0.852330
1305031922.109241 -1.969337 -0.864669 1.723889 -0.137525 -0.051642 0.498092 0.854590
1305031922.125347 -1.968479 -0.861129 1.717731 -0.130470 -0.059835 0.495830 0.856475
1305031922.157736 -1.964731 -0.858986 1.715702 -0.122689 -0.068886 0.492410 0.858915
1305031922.209468 -1.965716 -0.851360 1.709321 -0.113756 -0.075621 0.490893 0.860445
1305031922.240800 -1.962462 -0.847029 1.706089 -0.107606 -0.083591 0.490504 0.860720
1305031922.256768 -1.959680 -0.842313 1.704330 -0.098899 -0.091335 0.489016 0.861824
1305031922.308563 -1.957937 -0.840859 1.703724 -0.089624 -0.097984 0.489301 0.861946
1305031922.340916 -1.955056 -0.833559 1.700129 -0.077674 -0.105807 0.490982 0.861225
1305031922.356880 -1.950378 -0.828462 1.695846 -0.069123 -0.111946 0.490854 0.861250
1305031922.407751 -1.949781 -0.828979 1.696158 -0.061685 -0.116068 0.490720 0.861346
1305031922.441325 -1.946680 -0.823886 1.692957 -0.049166 -0.121821 0.490671 0.861385
1305031922.457392 -1.942355 -0.816403 1.688750 -0.039813 -0.127021 0.490139 0.861420
1305031922.509313 -1.940048 -0.817634 1.687787 -0.033521 -0.130724 0.489051 0.861752
1305031922.525226 -1.935965 -0.812944 1.684618 -0.023740 -0.134164 0.487287 0.862547
1305031922.558083 -1.936822 -0.810216 1.682997 -0.017191 -0.136857 0.488096 0.861822
1305031922.608968 -1.936146 -0.810966 1.680713 -0.008521 -0.141476 0.489128 0.860619
1305031922.624956 -1.929699 -0.802992 1.676355 -0.000769 -0.147619 0.488560 0.859952
1305031922.658484 -1.932282 -0.806986 1.676435 0.003993 -0.150345 0.489329 0.859033
1305031922.709703 -1.932290 -0.803376 1.673975 0.013372 -0.157621 0.488176 0.858289
1305031922.725643 -1.927554 -0.794235 1.669987 0.019170 -0.167031 0.484254 0.858622
1305031922.758703 -1.928338 -0.794965 1.670004 0.022280 -0.174390 0.479566 0.859714
1305031922.809649 -1.927328 -0.794630 1.669182 0.025972 -0.182493 0.473652 0.861206
1305031922.825670 -1.928425 -0.797016 1.667716 0.028891 -0.189820 0.469376 0.861870
1305031922.858303 -1.929216 -0.797900 1.667674 0.032928 -0.199216 0.464669 0.862155
1305031922.908577 -1.929435 -0.798519 1.666541 0.034874 -0.208222 0.460156 0.862371
1305031922.924591 -1.927252 -0.802808 1.665958 0.037017 -0.215508 0.456592 0.862386
1305031922.958426 -1.926685 -0.802457 1.662529 0.041259 -0.219598 0.452018 0.863571
1305031923.008591 -1.927225 -0.804866 1.661099 0.044067 -0.221693 0.449512 0.864204
1305031923.024656 -1.928902 -0.807798 1.659623 0.048945 -0.225350 0.446394 0.864612
1305031923.058364 -1.928859 -0.807147 1.657141 0.052494 -0.228639 0.442195 0.865698
1305031923.109306 -1.929882 -0.810758 1.656265 0.054440 -0.231643 0.439984 0.865905
1305031923.125397 -1.931298 -0.813721 1.654417 0.059432 -0.236739 0.437670 0.865371
1305031923.158601 -1.934313 -0.807312 1.652477 0.063156 -0.243492 0.435478 0.864339
1305031923.208563 -1.936776 -0.809470 1.652290 0.060401 -0.253066 0.432879 0.863090
1305031923.224554 -1.938016 -0.816520 1.655011 0.059701 -0.262723 0.428704 0.862337
1305031923.258419 -1.937804 -0.820532 1.656795 0.067107 -0.269738 0.423767 0.862067
1305031923.309466 -1.937065 -0.819707 1.654705 0.075846 -0.275076 0.417152 0.862882
1305031923.325459 -1.938595 -0.822586 1.653131 0.081803 -0.279024 0.411618 0.863727
1305031923.358486 -1.940206 -0.828076 1.654335 0.087904 -0.283369 0.407318 0.863752
1305031923.409345 -1.941495 -0.832760 1.653944 0.098571 -0.285960 0.402371 0.864065
1305031923.425332 -1.944675 -0.836249 1.651198 0.107586 -0.290389 0.396107 0.864407
1305031923.458652 -1.948508 -0.840088 1.652842 0.115402 -0.296803 0.389060 0.864420
1305031923.509485 -1.950757 -0.839461 1.650896 0.118322 -0.303841 0.381808 0.864814
1305031923.525513 -1.956027 -0.846955 1.653879 0.115721 -0.311049 0.374428 0.865830
1305031923.558404 -1.961007 -0.854660 1.658949 0.115130 -0.315786 0.367527 0.867149
1305031923.609141 -1.967764 -0.863799 1.661327 0.113216 -0.318927 0.361486 0.868790
1305031923.625228 -1.974294 -0.875121 1.664597 0.114299 -0.321367 0.355439 0.870242
1305031923.658372 -1.982283 -0.884516 1.664271 0.116107 -0.322580 0.347904 0.872596
1305031923.692242 -1.989684 -0.897343 1.669438 0.115073 -0.325856 0.343165 0.873392
1305031923.726182 -1.997243 -0.908856 1.671701 0.117186 -0.327181 0.339745 0.873953
1305031923.758202 -2.004851 -0.920845 1.673484 0.115610 -0.330208 0.337552 0.873874
1305031923.792644 -2.011875 -0.934185 1.680452 0.116881 -0.334362 0.339050 0.871542
1305031923.826376 -2.020015 -0.941176 1.679097 0.119008 -0.336019 0.336280 0.871690
1305031923.856979 -2.028002 -0.953084 1.682711 0.113300 -0.338746 0.335198 0.871812
1305031923.892518 -2.034774 -0.966941 1.685009 0.106599 -0.342331 0.337617 0.870322
1305031923.926495 -2.042427 -0.981395 1.690390 0.101217 -0.346824 0.340792 0.867945
1305031923.958770 -2.050246 -0.996376 1.697997 0.103511 -0.349714 0.346745 0.864149
1305031923.993249 -2.055717 -1.002021 1.689684 0.107337 -0.350120 0.347182 0.863342
1305031924.026799 -2.061341 -1.017296 1.690371 0.100765 -0.356246 0.345570 0.862274
1305031924.058764 -2.070840 -1.034239 1.701660 0.104338 -0.360806 0.344823 0.860250
1305031924.093055 -2.075890 -1.042812 1.700733 0.110716 -0.360787 0.345235 0.859295
1305031924.126797 -2.079037 -1.055576 1.700039 0.106923 -0.362503 0.346777 0.858431
1305031924.157766 -2.085718 -1.071527 1.705505 0.107094 -0.362186 0.349106 0.857600
1305031924.192185 -2.088344 -1.081455 1.702495 0.106892 -0.358016 0.350724 0.858715
1305031924.227189 -2.092937 -1.097257 1.705180 0.100978 -0.355499 0.354499 0.858926
1305031924.258634 -2.096472 -1.109020 1.704332 0.099539 -0.352272 0.355951 0.859823
1305031924.292573 -2.101646 -1.124405 1.708064 0.098041 -0.349993 0.357209 0.860404
1305031924.326085 -2.105747 -1.137776 1.709733 0.098582 -0.346411 0.358404 0.861294
1305031924.358228 -2.109957 -1.151450 1.713521 0.095363 -0.342408 0.360419 0.862416
1305031924.392237 -2.113757 -1.165268 1.717704 0.091645 -0.336612 0.362910 0.864054
1305031924.426147 -2.117302 -1.177372 1.719731 0.089555 -0.330804 0.364684 0.865768
1305031924.459093 -2.119337 -1.187092 1.722105 0.085390 -0.326833 0.366044 0.867122
1305031924.492216 -2.124484 -1.198893 1.729030 0.078943 -0.321527 0.367419 0.869132
1305031924.526451 -2.129590 -1.208881 1.736037 0.073725 -0.314022 0.366606 0.872671
1305031924.558769 -2.133328 -1.218209 1.740357 0.064381 -0.305646 0.365397 0.876881
1305031924.592635 -2.140711 -1.229450 1.745740 0.055310 -0.299200 0.365306 0.879756
1305031924.626868 -2.143483 -1.237080 1.748986 0.048719 -0.296369 0.360806 0.882956
1305031924.658623 -2.148838 -1.249296 1.756217 0.039577 -0.293267 0.357107 0.885948
1305031924.692744 -2.152781 -1.258825 1.759847 0.032758 -0.290178 0.354983 0.888094
1305031924.726581 -2.155733 -1.269136 1.765185 0.024680 -0.288406 0.352962 0.889736
1305031924.758435 -2.159004 -1.280101 1.771308 0.019715 -0.287914 0.353502 0.889805
1305031924.792234 -2.160819 -1.288702 1.775906 0.018815 -0.289118 0.352271 0.889922
1305031924.826232 -2.162286 -1.298552 1.781325 0.016132 -0.290902 0.351584 0.889665
1305031924.858157 -2.164768 -1.309724 1.792315 0.017371 -0.291380 0.352288 0.889207
1305031924.894171 -2.166851 -1.316756 1.799358 0.021392 -0.287820 0.353537 0.889783
1305031924.926203 -2.166780 -1.324612 1.804328 0.018907 -0.283677 0.354811 0.890662
1305031924.960193 -2.166684 -1.333283 1.810686 0.015641 -0.280315 0.356402 0.891155
1305031924.994082 -2.167195 -1.341153 1.816090 0.011485 -0.277639 0.357487 0.891621
1305031925.026283 -2.167132 -1.348619 1.821862 0.006588 -0.276642 0.357621 0.891926
1305031925.077985 -2.167573 -1.355857 1.828548 0.000031 -0.277841 0.357748 0.891527
1305031925.093994 -2.171301 -1.365176 1.842566 -0.003960 -0.277923 0.359255 0.890887
1305031925.126140 -2.174655 -1.372136 1.853199 0.000608 -0.274078 0.359203 0.892107
1305031925.178038 -2.173066 -1.376617 1.856650 0.002061 -0.269985 0.358766 0.893527
1305031925.194056 -2.174563 -1.383193 1.865104 -0.002162 -0.267056 0.359414 0.894146
1305031925.226168 -2.178230 -1.392475 1.878849 -0.003724 -0.263102 0.361203 0.894593
1305031925.278387 -2.178970 -1.399081 1.886356 -0.004564 -0.257648 0.365471 0.894443
1305031925.294446 -2.178625 -1.406917 1.894834 -0.005646 -0.254411 0.370260 0.893393
1305031925.325751 -2.180178 -1.415704 1.907281 -0.003278 -0.251410 0.374537 0.892471
1305031925.377777 -2.178504 -1.422543 1.914869 -0.001834 -0.247995 0.380549 0.890886
1305031925.393951 -2.176151 -1.429333 1.921241 -0.001937 -0.246060 0.385924 0.889108
1305031925.426951 -2.174860 -1.436651 1.925411 -0.004509 -0.243743 0.388384 0.888666
1305031925.460384 -2.176633 -1.448132 1.930805 -0.008358 -0.244638 0.389608 0.887856
1305031925.494622 -2.178564 -1.456418 1.938096 -0.010217 -0.250974 0.387913 0.886809
1305031925.526759 -2.181262 -1.468078 1.947839 -0.012780 -0.258997 0.383950 0.886194
1305031925.560428 -2.183434 -1.479029 1.955342 -0.011847 -0.266118 0.377833 0.886726
1305031925.594584 -2.188529 -1.491686 1.963892 -0.010718 -0.272534 0.373415 0.886663
1305031925.626909 -2.192285 -1.503322 1.972046 -0.007435 -0.278507 0.370655 0.885998
1305031925.660657 -2.193320 -1.512167 1.977606 -0.001812 -0.281019 0.367348 0.886612
1305031925.694730 -2.193654 -1.520930 1.980249 0.000599 -0.280607 0.366219 0.887211
1305031925.726565 -2.198110 -1.533033 1.984868 0.001904 -0.279068 0.366717 0.887489
1305031925.760628 -2.203116 -1.546225 1.989485 0.006919 -0.277983 0.365825 0.888172
1305031925.794668 -2.207674 -1.558354 1.993507 0.014419 -0.278498 0.366145 0.887789
1305031925.826442 -2.210966 -1.569970 1.996429 0.024791 -0.279605 0.366483 0.887072
1305031925.861048 -2.210670 -1.576772 1.995334 0.036019 -0.281363 0.367453 0.885729
1305031925.894480 -2.213311 -1.587898 1.995911 0.046327 -0.283102 0.366422 0.885123
1305031925.925120 -2.214258 -1.596691 1.997618 0.056913 -0.284306 0.362811 0.885607
1305031925.960634 -2.217385 -1.607836 2.002031 0.067294 -0.283452 0.360994 0.885895
1305031925.994556 -2.220792 -1.615800 2.002926 0.076500 -0.282048 0.359189 0.886329
1305031926.026377 -2.224258 -1.626566 2.005396 0.082663 -0.280870 0.355588 0.887601
1305031926.060251 -2.228552 -1.639067 2.009371 0.088628 -0.280954 0.353686 0.887759
1305031926.094388 -2.232901 -1.650135 2.011442 0.093373 -0.283538 0.353379 0.886573
1305031926.126335 -2.238482 -1.666653 2.016143 0.096424 -0.287072 0.352383 0.885505
1305031926.162289 -2.242417 -1.679649 2.018502 0.103480 -0.291017 0.351053 0.883947
1305031926.194214 -2.247275 -1.689805 2.021484 0.107658 -0.296699 0.347898 0.882806
1305031926.226303 -2.253989 -1.706139 2.026819 0.111248 -0.301682 0.345053 0.881788
1305031926.262325 -2.258846 -1.718033 2.029563 0.116476 -0.306648 0.344308 0.879689
1305031926.294289 -2.264566 -1.731391 2.032826 0.119913 -0.313264 0.342752 0.877501
1305031926.326239 -2.272573 -1.747389 2.034705 0.124778 -0.320765 0.339678 0.875305
1305031926.362145 -2.279567 -1.757572 2.036712 0.130626 -0.329277 0.335151 0.873033
1305031926.394176 -2.287290 -1.768646 2.041012 0.135421 -0.336957 0.329973 0.871343
1305031926.424675 -2.293831 -1.781383 2.045336 0.140446 -0.344183 0.325113 0.869549
1305031926.462614 -2.300687 -1.790598 2.045935 0.145967 -0.350793 0.320018 0.867886
1305031926.494206 -2.307041 -1.798661 2.047733 0.150361 -0.358733 0.312591 0.866596
1305031926.526332 -2.315333 -1.809050 2.053113 0.154998 -0.367250 0.304524 0.865083
1305031926.562315 -2.323641 -1.816204 2.056180 0.160896 -0.374346 0.295660 0.864038
1305031926.594277 -2.330447 -1.825520 2.063078 0.166881 -0.381601 0.286493 0.862817
1305031926.625079 -2.336188 -1.834740 2.066597 0.173668 -0.387653 0.277248 0.861800
1305031926.662366 -2.340299 -1.842192 2.067328 0.180885 -0.393398 0.267669 0.860739
1305031926.693991 -2.340991 -1.850549 2.070912 0.186091 -0.402789 0.259134 0.857893
1305031926.724990 -2.341773 -1.859062 2.072572 0.191452 -0.414573 0.252404 0.853093
1305031926.761889 -2.346215 -1.858728 2.074797 0.202738 -0.425606 0.243263 0.847691
1305031926.794304 -2.351156 -1.862455 2.076676 0.214524 -0.435730 0.232001 0.842790
1305031926.825388 -2.350818 -1.869706 2.079103 0.225056 -0.448282 0.218973 0.836925
1305031926.862893 -2.353062 -1.868579 2.078689 0.240176 -0.460241 0.204992 0.829742
1305031926.893476 -2.352716 -1.873841 2.081538 0.254036 -0.474754 0.188948 0.821202
1305031926.927131 -2.357107 -1.878626 2.072701 0.266170 -0.487553 0.173578 0.813213
1305031926.962732 -2.360846 -1.876096 2.069921 0.280786 -0.500833 0.161442 0.802659
1305031926.994913 -2.363531 -1.878357 2.074309 0.295878 -0.514691 0.150837 0.790442
1305031927.027561 -2.364940 -1.879366 2.063263 0.309138 -0.524131 0.139239 0.781238
1305031927.063442 -2.366038 -1.880227 2.055675 0.322824 -0.532503 0.126947 0.772081
1305031927.095027 -2.368296 -1.883665 2.047655 0.336772 -0.538400 0.116744 0.763597
1305031927.126963 -2.366171 -1.880910 2.039785 0.350306 -0.545337 0.108763 0.753700
1305031927.162775 -2.366386 -1.878966 2.030844 0.364308 -0.550964 0.100455 0.744061
1305031927.194716 -2.368673 -1.879244 2.018377 0.377856 -0.554362 0.094754 0.735479
1305031927.226944 -2.373518 -1.878410 1.999684 0.391906 -0.554399 0.095764 0.727929
1305031927.262353 -2.366101 -1.876719 1.993032 0.403171 -0.556299 0.096641 0.720170
1305031927.294657 -2.359048 -1.876655 1.991002 0.414820 -0.559634 0.095026 0.711129
1305031927.326433 -2.350976 -1.877106 1.986973 0.426284 -0.561843 0.089772 0.703247
1305031927.362426 -2.349847 -1.871740 1.982476 0.438826 -0.564163 0.086072 0.694078
1305031927.394429 -2.342620 -1.869807 1.975466 0.448890 -0.567239 0.081215 0.685669
1305031927.428460 -2.338397 -1.867519 1.968634 0.457722 -0.568835 0.077477 0.678907
1305031927.462473 -2.335567 -1.863473 1.962340 0.465472 -0.570725 0.077217 0.672047
1305031927.494331 -2.329216 -1.858769 1.958725 0.471825 -0.573454 0.077982 0.665169
1305031927.528459 -2.325680 -1.855687 1.950176 0.475267 -0.575074 0.078453 0.661254
1305031927.562418 -2.323691 -1.852168 1.941760 0.477925 -0.576458 0.081512 0.657753
1305031927.594455 -2.321116 -1.848006 1.933341 0.480456 -0.578121 0.088087 0.653589
1305031927.628383 -2.315474 -1.843133 1.929809 0.482536 -0.580344 0.095795 0.648986
1305031927.662386 -2.312144 -1.839238 1.920794 0.478998 -0.582417 0.104530 0.648402
1305031927.694490 -2.311501 -1.834150 1.917172 0.475885 -0.586590 0.115576 0.645048
1305031927.726761 -2.307049 -1.830048 1.911904 0.472604 -0.590408 0.124660 0.642280
1305031927.762386 -2.304382 -1.824897 1.907889 0.470045 -0.593343 0.132999 0.639776
1305031927.792581 -2.299146 -1.820480 1.902155 0.467352 -0.595795 0.137594 0.638496
1305031927.829208 -2.297680 -1.815231 1.896677 0.466417 -0.597390 0.141406 0.636855
1305031927.862347 -2.295813 -1.809261 1.886191 0.467526 -0.597639 0.144518 0.635107
1305031927.894361 -2.294366 -1.802524 1.881726 0.467635 -0.599488 0.145814 0.632985
1305031927.928543 -2.292155 -1.797927 1.871627 0.466137 -0.600815 0.145238 0.632965
1305031927.962317 -2.291670 -1.792583 1.860114 0.466731 -0.600275 0.146630 0.632718
1305031927.994394 -2.292568 -1.785814 1.852891 0.468327 -0.600640 0.147110 0.631078
1305031928.028428 -2.292004 -1.781362 1.838570 0.468146 -0.600832 0.146869 0.631086
1305031928.062387 -2.292585 -1.775807 1.827581 0.471036 -0.601127 0.147901 0.628408
1305031928.094386 -2.293357 -1.769594 1.821147 0.474003 -0.601918 0.147744 0.625449
1305031928.128407 -2.295829 -1.762825 1.810398 0.475863 -0.602596 0.148023 0.623314
1305031928.161332 -2.296481 -1.756746 1.801722 0.477329 -0.605383 0.146436 0.619859
1305031928.193223 -2.296607 -1.754166 1.792899 0.478105 -0.609834 0.142328 0.615841
1305031928.228350 -2.296391 -1.751464 1.783123 0.481335 -0.613207 0.136442 0.611292
1305031928.262618 -2.295949 -1.745267 1.781652 0.487189 -0.615925 0.130111 0.605272
1305031928.294551 -2.295806 -1.742887 1.773755 0.491289 -0.617088 0.122668 0.602321
1305031928.329011 -2.296244 -1.740296 1.764688 0.496009 -0.617687 0.114836 0.599375
1305031928.362983 -2.296127 -1.735801 1.758795 0.502267 -0.617158 0.105162 0.596477
1305031928.394705 -2.303083 -1.727395 1.748245 0.509124 -0.615275 0.095360 0.594252
1305031928.429154 -2.307977 -1.721998 1.741923 0.517084 -0.614370 0.081184 0.590409
1305031928.462819 -2.303945 -1.719444 1.738217 0.525386 -0.613544 0.062252 0.586224
1305031928.495472 -2.315572 -1.716941 1.738627 0.535738 -0.611642 0.044415 0.580436
1305031928.529199 -2.328224 -1.715619 1.736599 0.543384 -0.608425 0.026869 0.577781
1305031928.562793 -2.338733 -1.712652 1.727339 0.548241 -0.605623 0.010677 0.576662
1305031928.594914 -2.355917 -1.700842 1.726568 0.554457 -0.603298 -0.006014 0.573213
1305031928.628923 -2.366403 -1.700499 1.728506 0.555768 -0.604063 -0.025780 0.570584
1305031928.662690 -2.375208 -1.695553 1.723994 0.553324 -0.605356 -0.044390 0.570444
1305031928.696332 -2.385357 -1.695158 1.718686 0.549630 -0.606893 -0.061719 0.570770
1305031928.728556 -2.397954 -1.685767 1.717866 0.547490 -0.607144 -0.076985 0.570705
1305031928.762351 -2.408867 -1.682472 1.716114 0.545165 -0.606942 -0.094393 0.570532
1305031928.796290 -2.414596 -1.681622 1.715441 0.540499 -0.606990 -0.111544 0.571824
1305031928.828385 -2.422398 -1.683816 1.717510 0.535476 -0.607430 -0.129463 0.572305
1305031928.862308 -2.427974 -1.682576 1.717134 0.530137 -0.606796 -0.146877 0.573743
1305031928.896348 -2.433919 -1.681933 1.720571 0.524594 -0.606447 -0.164590 0.574398
1305031928.928344 -2.436933 -1.682145 1.719731 0.517429 -0.604606 -0.183860 0.576988
1305031928.962320 -2.442771 -1.682285 1.721741 0.507310 -0.604374 -0.203179 0.579730
1305031928.996316 -2.448420 -1.678287 1.723368 0.497831 -0.605376 -0.221015 0.580376
1305031929.028556 -2.455561 -1.679646 1.724774 0.487943 -0.605708 -0.241151 0.580410
1305031929.060568 -2.460690 -1.676617 1.726681 0.476416 -0.606108 -0.260755 0.581091
1305031929.096341 -2.467098 -1.675826 1.728098 0.464839 -0.607156 -0.281119 0.579877
1305031929.128300 -2.473521 -1.674202 1.730271 0.453839 -0.606806 -0.301132 0.578909
1305031929.162323 -2.482417 -1.674122 1.733038 0.443180 -0.606150 -0.320080 0.577688
1305031929.196298 -2.488718 -1.670175 1.737244 0.435339 -0.604703 -0.338368 0.574736
1305031929.228841 -2.493769 -1.664633 1.747521 0.427928 -0.602232 -0.357586 0.571250
1305031929.262627 -2.501061 -1.660118 1.757845 0.419757 -0.598621 -0.376596 0.568887
1305031929.296812 -2.510445 -1.655321 1.766082 0.410976 -0.596093 -0.393667 0.566390
1305031929.328800 -2.516988 -1.654255 1.776099 0.403271 -0.593787 -0.410048 0.562717
1305031929.362601 -2.523219 -1.654740 1.783171 0.396566 -0.589390 -0.425990 0.560257
1305031929.396436 -2.527038 -1.654866 1.791445 0.392014 -0.584532 -0.438981 0.558519
1305031929.428391 -2.533096 -1.652986 1.803461 0.387196 -0.579508 -0.450487 0.557953
1305031929.462394 -2.543066 -1.650894 1.812097 0.381507 -0.574596 -0.462046 0.557499
1305031929.496350 -2.549114 -1.651627 1.821261 0.376025 -0.570223 -0.472484 0.556964
1305031929.528391 -2.558821 -1.651204 1.830760 0.370354 -0.565461 -0.483030 0.556573
1305031929.562348 -2.566735 -1.649735 1.840156 0.364199 -0.561327 -0.491981 0.556980
1305031929.596221 -2.573228 -1.651906 1.848856 0.356710 -0.557014 -0.500284 0.558757
1305031929.630774 -2.582622 -1.651398 1.860774 0.348580 -0.553076 -0.508350 0.560517
1305031929.661110 -2.589876 -1.651829 1.868632 0.339916 -0.548726 -0.515815 0.563286
1305031929.695123 -2.599134 -1.652998 1.877156 0.331539 -0.543971 -0.523155 0.566115
1305031929.728261 -2.607962 -1.652462 1.882601 0.325405 -0.537494 -0.529801 0.569669
1305031929.762367 -2.615006 -1.652551 1.887449 0.322508 -0.530673 -0.533541 0.574203
1305031929.796445 -2.620290 -1.654817 1.897136 0.319388 -0.522837 -0.538310 0.578667
1305031929.828729 -2.631956 -1.650452 1.901143 0.316711 -0.514340 -0.542729 0.583604
1305031929.864619 -2.638561 -1.648209 1.907271 0.314667 -0.506961 -0.545578 0.588490
1305031929.896696 -2.644407 -1.648896 1.916186 0.312870 -0.500365 -0.548672 0.592204
1305031929.926883 -2.651918 -1.645200 1.924956 0.310346 -0.495262 -0.551015 0.595637
1305031929.964756 -2.656667 -1.642464 1.935571 0.307647 -0.493469 -0.552694 0.596968
1305031929.996815 -2.663179 -1.637416 1.941308 0.304910 -0.492582 -0.555598 0.596409
1305031930.028889 -2.669795 -1.630996 1.944439 0.303567 -0.492779 -0.558791 0.593943
1305031930.064529 -2.673918 -1.624699 1.945532 0.303770 -0.494009 -0.561186 0.590550
1305031930.094819 -2.677716 -1.616893 1.947144 0.304302 -0.496507 -0.561204 0.588159
1305031930.128214 -2.680071 -1.612704 1.950218 0.303298 -0.502059 -0.559326 0.585748
1305031930.164284 -2.681563 -1.609662 1.952440 0.299983 -0.508722 -0.559366 0.581654
1305031930.196240 -2.683891 -1.599179 1.951068 0.296720 -0.515937 -0.559529 0.576796
1305031930.228361 -2.685094 -1.594357 1.948476 0.292515 -0.525405 -0.558232 0.571630
1305031930.264374 -2.687362 -1.589364 1.948955 0.287699 -0.535292 -0.557943 0.565147
1305031930.296260 -2.692700 -1.579431 1.943028 0.284738 -0.544441 -0.558003 0.557801
1305031930.328782 -2.691840 -1.574688 1.941728 0.281382 -0.556211 -0.554984 0.550859
1305031930.365241 -2.694496 -1.570179 1.940208 0.276813 -0.567821 -0.553376 0.542889
1305031930.396641 -2.695042 -1.566295 1.934113 0.274271 -0.578032 -0.552943 0.533767
1305031930.428892 -2.695542 -1.561947 1.926159 0.271669 -0.588426 -0.550322 0.526399
1305031930.464888 -2.700906 -1.562683 1.924377 0.271736 -0.599872 -0.546745 0.517091
1305031930.496469 -2.699487 -1.555338 1.917666 0.276475 -0.609781 -0.541995 0.507907
1305031930.528185 -2.693633 -1.551539 1.913183 0.279471 -0.619974 -0.536048 0.500181
1305031930.564137 -2.695907 -1.547596 1.899272 -0.278698 0.628579 0.531172 -0.495048
1305031930.596040 -2.695723 -1.533220 1.901487 -0.281751 0.639864 0.522506 -0.488036
1305031930.626691 -2.698034 -1.533395 1.899544 -0.285116 0.650588 0.513983 -0.480900
1305031930.664176 -2.698959 -1.532286 1.893026 -0.290139 0.659370 0.504448 -0.476007
1305031930.696157 -2.698155 -1.533444 1.886683 -0.297487 0.665930 0.495152 -0.472084
1305031930.728225 -2.695789 -1.529112 1.879652 -0.305197 0.671940 0.484510 -0.469682
1305031930.764163 -2.694213 -1.529613 1.875739 -0.310964 0.679387 0.473343 -0.466563
1305031930.796289 -2.689043 -1.524786 1.873219 -0.317657 0.685131 0.463767 -0.463260
1305031930.828219 -2.685782 -1.518831 1.866491 -0.322062 0.689917 0.456495 -0.460329
1305031930.864537 -2.687032 -1.519115 1.860736 -0.324443 0.696707 0.449072 -0.455709
